N_SOIL,P_SOIL,K_SOIL,TEMPERATURE,HUMIDITY,ph,RAINFALL,STATE,CROP_PRICE,CROP,TEMPERATURE 
67,60.0,25,24.92162194,66.78627406,,109.2162279,Gujarat,3000.0,Maize,
70,44.0,19,23.31689124,73.4541537,,94.29712821,Gujarat,1450.0,Maize,
90,,21,,68.3584573,,,Gujarat,,Maize,
62,52.0,16,22.27526694,58.84015925,,63.87020584,Gujarat,825.0,Maize,
92,44.0,16,18.87751445,65.76816093,,94.76189431,Gujarat,1225.0,Maize,
66,54.0,21,25.19008683,60.2001687,,72.12375573,Gujarat,1325.0,Maize,
63,58.0,22,18.25405352,55.28220433,,63.72358154,Gujarat,3475.0,Maize,
70,47.0,17,24.6129118,70.4162444,,104.1626147,Gujarat,1500.0,Maize,
61,41.0,17,25.1420613,65.26185135,,76.68456006,Gujarat,2450.0,Maize,
66,53.0,19,23.09348056,60.1159381,,65.49730729,Gujarat,2900.0,Maize,
74,55.0,19,18.05033737,62.89366992,,84.23613484,Gujarat,3150.0,Maize,
77,57.0,21,24.9321581,73.80435276,,79.74078719,Gujarat,1425.0,Maize,
99,50.0,15,18.14710054,71.09445342,,88.07753741,Gujarat,4010.0,Maize,
74,56.0,22,18.28362235,66.65952796,,80.97573281,Gujarat,700.0,Maize,
83,45.0,21,18.83344471,58.75082029,,79.7532896,Gujarat,1450.0,Maize,
100,48.0,16,25.71895816,67.22190688,,74.51490791,Gujarat,4850.0,Maize,
79,51.0,16,25.33797709,68.49835977,,96.46380213,Gujarat,4550.0,Maize,
94,39.0,18,23.89114571,57.48775781,,102.8301942,Gujarat,1900.0,Maize,
75,49.0,15,21.53574127,71.50905983,,102.4852929,Gujarat,1525.0,Maize,
78,48.0,22,23.08974909,63.10459626,,70.43473609,Gujarat,1900.0,Maize,
87,54.0,20,25.61707368,63.4711755,,108.8303762,Gujarat,1800.0,Maize,
87,35.0,25,21.44526922,63.1621551,6.178056304,65.88951188,Gujarat,1850.0,Maize,
63,43.0,19,18.51816776,55.53128131,,90.988051,Gujarat,1425.0,Maize,
84,57.0,25,22.53510514,67.99257471,,64.40866039,Gujarat,1150.0,Maize,
64,35.0,23,23.02038334,61.89472002,,63.03843397,Gujarat,1100.0,Maize,
60,,22,,65.61418761,,,Gujarat,,Maize,
98,44.0,21,25.77175115,74.089114,,107.4931917,Gujarat,3755.0,Maize,
75,56.0,18,19.39851734,62.35750641,,60.95197486,Gujarat,1182.0,Maize,
86,55.0,21,21.54156232,59.64024162,,109.7515385,Gujarat,2927.0,Maize,
98,35.0,18,23.79746068,74.82913698,,91.76337172,Gujarat,1475.0,Maize,
76,57.0,18,18.9802729,74.52600826,,94.26249353,Gujarat,3005.0,Maize,
99,56.0,17,24.10859207,73.13112261,,71.07562236,Gujarat,3147.0,Maize,
60,44.0,23,24.7947077,70.04556743,,76.72860067,Gujarat,1387.0,Maize,
74,48.0,17,21.63162756,60.27766379,,69.21803098,Gujarat,3755.0,Maize,
89,60.0,17,25.37548751,57.21025565,,101.7004306,Gujarat,1182.0,Maize,
69,51.0,23,22.21738222,72.85462807,,106.6213157,Gujarat,2927.0,Maize,
96,46.0,22,20.58314011,69.00128641,,66.29390357,Gujarat,1475.0,Maize,
61,60.0,15,24.87502824,68.74248334,,91.26056654,Gujarat,3005.0,Maize,
74,58.0,18,20.03728219,56.35606753,,109.024141,Gujarat,3147.0,Maize,
74,43.0,23,25.95263264,61.89082199,,99.57981207,Gujarat,1387.0,Maize,
63,43.0,17,19.28889933,65.47050802,,71.3195307,Gujarat,5025.0,Maize,
99,36.0,20,20.57981887,65.34583901,,78.34604471,Gujarat,1050.0,Maize,
77,36.0,23,24.71417533,56.73426469,,88.45361858,Gujarat,650.0,Maize,
87,60.0,23,20.27317074,63.91281869,,62.50351892,Gujarat,950.0,Maize,
60,38.0,17,18.41932981,64.23580251,,76.41312437,Gujarat,2250.0,Maize,
94,54.0,17,23.39128187,61.74427165,,107.3198135,Gujarat,2500.0,Maize,
95,38.0,22,19.84939404,61.24500053,,100.7689246,Gujarat,2000.0,Maize,
84,44.0,21,21.869274,61.91044947,,107.2681929,Gujarat,5200.0,Maize,
77,58.0,19,22.8056033,56.50768935,,101.5952794,Gujarat,3350.0,Maize,
66,44.0,20,19.0781471,69.02298571,,80.72515943,Gujarat,1697.0,Maize,
63,35.0,16,22.02720976,65.35549924,,83.73280082,Gujarat,2850.0,Maize,
79,45.0,20,23.80546189,59.24537979,,89.9622014,Gujarat,2750.0,Maize,
72,60.0,25,18.52510753,69.0276233,5.773454729,88.10234397,Gujarat,1400.0,Maize,
67,51.0,24,23.50297882,61.32026065,,64.77791424,Gujarat,1300.0,Maize,
86,36.0,24,26.54986394,72.89187265,,73.33636055,Gujarat,5400.0,Maize,
76,48.0,18,19.29563411,69.63481219,,83.21030571,Gujarat,5400.0,Maize,
75,53.0,18,20.68899915,59.4375337,,103.651438,Gujarat,5400.0,Maize,
81,45.0,23,19.32666088,68.034493,,84.22969177,Gujarat,5400.0,Maize,
73,45.0,21,24.60532218,73.58868502,,96.59195302,Gujarat,3800.0,Maize,
71,35.0,24,22.27373646,59.52193158,,67.96704792,Gujarat,3800.0,Maize,
96,54.0,22,25.70196694,61.33450447,,83.20711308,Gujarat,1750.0,Maize,
99,39.0,18,19.20129357,68.30578978,,87.85092352,Gujarat,750.0,Maize,
62,48.0,20,21.70181447,60.47470519,,95.71388473,Gujarat,850.0,Maize,
86,37.0,16,20.51716779,59.21235483,,67.61013737,Gujarat,1250.0,Maize,
94,50.0,19,23.30355338,73.62548442,,97.59081274,Gujarat,3000.0,Maize,
76,39.0,24,24.2547451,55.64709899,,64.23845455,Gujarat,3300.0,Maize,
77,52.0,17,24.86374934,65.7420046,,75.82270467,Gujarat,1750.0,Maize,
74,39.0,23,22.6265115,65.77472881,,88.17251033,Gujarat,1400.0,Maize,
81,49.0,20,18.04185513,60.61494304,,104.2321615,Gujarat,1650.0,Maize,
63,42.0,21,23.26237612,72.33125523,,67.10225139,Gujarat,6300.0,Maize,
99,38.0,21,22.88330922,71.59722446,,67.72777298,Gujarat,3000.0,Maize,
90,52.0,25,25.97482359,69.36385721,,103.2234212,Gujarat,2100.0,Maize,
68,40.0,19,26.14384005,66.20569924,,107.2361366,Gujarat,750.0,Maize,
60,57.0,24,18.66116213,61.55327249,,75.03247667,Gujarat,4150.0,Maize,
71,52.0,18,25.10787449,55.97732754,,78.16077693,Gujarat,850.0,Maize,
61,59.0,17,23.33844615,59.24580604,,105.0083144,Gujarat,1300.0,Maize,
88,38.0,15,25.08239719,65.92195844,,62.49190812,Gujarat,600.0,Maize,
65,60.0,22,25.36768364,72.52054555,,107.9124111,Gujarat,850.0,Maize,
78,37.0,22,25.34217103,63.31801994,,74.52082026,Gujarat,1600.0,Maize,
78,58.0,15,25.00933355,67.816568,,62.91359494,Gujarat,3000.0,Maize,
92,60.0,23,18.66746724,71.516474,5.721667141,69.93293255,Gujarat,700.0,Maize,
79,59.0,17,20.37999665,63.73849998,,108.5054416,Gujarat,950.0,Maize,
91,55.0,15,18.09300227,72.61024172,,78.96159541,Gujarat,850.0,Maize,
76,51.0,18,26.16985907,71.96246617,,79.84925393,Gujarat,475.0,Maize,
87,48.0,25,18.65396672,61.37879671,,93.62039175,Gujarat,1950.0,Maize,
71,60.0,22,26.07470121,59.37147589,,85.75692395,Gujarat,2500.0,Maize,
90,57.0,24,18.92851916,72.80086137,,82.34162918,Gujarat,1700.0,Maize,
67,,22,,63.24648023,,,Gujarat,,Maize,
60,54.0,19,18.74826712,62.49878458,,70.23401597,Gujarat,5875.0,Maize,
83,58.0,23,19.74213321,59.66263104,,65.50861389,Gujarat,1375.0,Maize,
83,57.0,19,25.73044432,70.74739256,,98.73771338,Gujarat,5250.0,Maize,
40,72.0,77,17.02498456,16.98861173,7.485996067,88.55123143,Gujarat,2875.0,ChickPea,
23,72.0,84,19.02061277,17.13159126,6.920251378,79.92698081,Haryana,3000.0,ChickPea,
39,58.0,85,17.88776475,15.40589717,,68.54932919,Haryana,3000.0,ChickPea,
22,72.0,85,18.86805647,15.65809214,,88.51048983,Haryana,700.0,ChickPea,
36,67.0,77,18.36952567,19.56381041,,79.26357665,Haryana,1805.0,ChickPea,
32,73.0,81,20.45078582,15.40312102,,92.68373702,Haryana,3000.0,ChickPea,
58,70.0,84,20.6543203,16.60820843,6.231049028,74.6631118,Haryana,8000.0,ChickPea,
59,70.0,84,17.3348681,18.74926979,,82.61734721,Haryana,4000.0,ChickPea,
42,,75,,18.90426935,,,Haryana,,ChickPea,
28,74.0,81,18.01272266,18.30968112,,81.98568791,Haryana,1500.0,ChickPea,
58,66.0,79,20.99373558,19.33470387,,93.55280105,Haryana,1000.0,ChickPea,
43,66.0,79,19.46233971,15.22538951,,74.58565097,Haryana,1410.0,ChickPea,
58,63.0,81,19.81344531,14.69765308,,78.96514709,Haryana,1200.0,ChickPea,
23,62.0,85,18.97424756,19.5161216,,80.7108745,Haryana,325.0,ChickPea,
27,62.0,77,18.19737048,14.71070537,,70.18185181,Haryana,600.0,ChickPea,
28,72.0,84,18.72963144,19.18197264,,71.58010169,Haryana,715.0,ChickPea,
50,56.0,76,20.99502153,19.8601304,,73.50734019,Haryana,5000.0,ChickPea,
39,71.0,84,20.28155898,16.39535215,,82.52339655,Haryana,450.0,ChickPea,
25,,76,,15.7559405,,,Haryana,,ChickPea,
31,70.0,77,20.88818675,14.32313811,,90.46228334,Haryana,2000.0,ChickPea,
26,80.0,83,17.08498521,16.14565756,,71.31007253,Haryana,4000.0,ChickPea,
25,68.0,77,20.09340593,15.11279612,,85.74904898,Haryana,2900.0,ChickPea,
31,78.0,76,17.57212145,14.99927489,,89.31050665,Haryana,1250.0,ChickPea,
60,68.0,83,19.12065218,18.43475844,,85.52950164,Haryana,2000.0,ChickPea,
59,62.0,83,18.57665902,19.22008229,,72.94940441,Haryana,900.0,ChickPea,
22,67.0,78,17.16606398,14.42457525,,72.32667516,Haryana,4500.0,ChickPea,
36,65.0,80,18.2872007,16.67921616,,74.87445574,Haryana,550.0,ChickPea,
59,60.0,84,19.03025305,18.66725565,,94.70992037,Haryana,900.0,ChickPea,
54,77.0,85,17.1418614,17.0662427,,83.74606679,Haryana,1750.0,ChickPea,
43,,81,,17.93253975,,,Haryana,,ChickPea,
28,76.0,82,20.56601874,14.25803981,,83.75937135,Haryana,2700.0,ChickPea,
42,79.0,85,17.22385224,15.82069268,,76.57580954,Haryana,550.0,ChickPea,
32,60.0,83,19.69141713,19.44225438,,91.76071648,Haryana,400.0,ChickPea,
22,78.0,76,17.84851658,19.09172907,,76.32470713,Haryana,1450.0,ChickPea,
31,79.0,75,18.8202251,16.1074793,,89.73119396,Haryana,1400.0,ChickPea,
28,58.0,81,17.47500984,16.54314829,,93.35034262,Haryana,3500.0,ChickPea,
57,58.0,77,18.72649425,17.58406365,,81.20176515,Haryana,1000.0,ChickPea,
49,55.0,78,18.65580107,16.17772668,,81.70769297,Haryana,2200.0,ChickPea,
46,76.0,77,18.2356751,19.68538502,,83.74879344,Haryana,1650.0,ChickPea,
54,61.0,77,18.81198127,15.21618225,,77.5429424,Haryana,1500.0,ChickPea,
38,60.0,76,18.65054116,17.80852431,,77.92798682,Haryana,4250.0,ChickPea,
59,55.0,79,20.36720401,16.89574311,8.766128654,82.2545577,Haryana,650.0,ChickPea,
36,76.0,75,18.38120357,16.63805158,,70.52056697,Haryana,750.0,ChickPea,
57,68.0,81,17.17012591,17.30457712,,72.78624223,Haryana,750.0,ChickPea,
35,66.0,81,19.37101121,15.77458129,,85.24819851,Haryana,1550.0,ChickPea,
35,64.0,78,17.92845928,14.27327988,,85.37378769,Haryana,1500.0,ChickPea,
52,60.0,79,19.45339934,18.23490739,,75.6317566,Haryana,296.0,ChickPea,
27,,83,,14.92241479,,,Haryana,,ChickPea,
57,60.0,84,19.1034283,17.26184541,,75.49101167,Haryana,2000.0,ChickPea,
52,68.0,78,17.48504075,16.96070581,,86.05078037,Haryana,1300.0,ChickPea,
43,79.0,79,19.40751744,18.98030507,,80.25064637,Haryana,6000.0,ChickPea,
44,,85,,19.63719995,,,Haryana,,ChickPea,
24,55.0,78,17.30287885,15.15405941,,75.57790384,Haryana,3500.0,ChickPea,
29,77.0,75,17.50361137,15.48083156,,72.9446671,Haryana,3000.0,ChickPea,
20,60.0,78,18.17234999,14.70085967,,90.7760707,Haryana,9000.0,ChickPea,
56,67.0,78,17.57445618,16.71826572,,77.81891424,Haryana,3000.0,ChickPea,
37,66.0,85,20.93175255,18.91295403,,78.06910795,Haryana,1500.0,ChickPea,
49,71.0,76,19.71098332,17.63879418,,85.57925437,Haryana,3000.0,ChickPea,
59,69.0,80,19.07937684,17.86754927,,69.40619137,Haryana,5000.0,ChickPea,
20,79.0,77,18.54988627,16.02542689,,76.32565249,Haryana,700.0,ChickPea,
24,56.0,85,18.19903647,17.41333199,,80.6405403,Haryana,800.0,ChickPea,
51,72.0,75,18.88852533,14.99451145,,80.1113384,Haryana,1500.0,ChickPea,
57,73.0,85,18.49311205,14.72115044,,91.94595352,Haryana,800.0,ChickPea,
22,64.0,82,19.48974337,17.17260319,,87.51312796,Haryana,1500.0,ChickPea,
52,73.0,79,17.25769499,18.74943955,,94.00287214,Haryana,1000.0,ChickPea,
29,75.0,75,19.62416326,18.71483156,,88.4585692,Haryana,1500.0,ChickPea,
44,59.0,78,20.67526473,19.85388984,,84.78344008,Himachal Pradesh,7500.0,ChickPea,
41,69.0,82,20.02381489,16.63294455,,68.97806542,Himachal Pradesh,2800.0,ChickPea,
52,56.0,85,20.1187446,14.44228303,,88.68168643,Himachal Pradesh,2500.0,ChickPea,
34,76.0,80,20.65691793,15.84572566,,65.23811143,Himachal Pradesh,800.0,ChickPea,
42,74.0,83,19.2582557,14.2804191,,65.78042032,Himachal Pradesh,4800.0,ChickPea,
34,71.0,79,17.927806,15.85622899,,74.63872762,Himachal Pradesh,1000.0,ChickPea,
27,73.0,79,19.16288268,15.83500655,,82.69766829,Himachal Pradesh,1000.0,ChickPea,
30,70.0,79,20.26942271,19.96978871,,69.64449182,Himachal Pradesh,2500.0,ChickPea,
57,57.0,75,17.09104223,18.25142068,,87.27444866,Himachal Pradesh,2200.0,ChickPea,
27,79.0,82,17.06579293,17.54024066,,70.87150577,Himachal Pradesh,1800.0,ChickPea,
32,71.0,85,20.62767492,14.44008871,,92.06630306,Himachal Pradesh,7500.0,ChickPea,
31,76.0,82,20.8248451,17.85057083,,79.20509212,Himachal Pradesh,800.0,ChickPea,
33,75.0,84,19.46210401,18.72831993,,68.81405149,Himachal Pradesh,600.0,ChickPea,
47,80.0,77,17.18248372,16.42891834,,72.85017344,Himachal Pradesh,1500.0,ChickPea,
54,62.0,80,17.48911699,16.39055394,,79.45758333,Himachal Pradesh,2000.0,ChickPea,
47,79.0,78,17.48395377,14.76014523,,65.11365631,Himachal Pradesh,5000.0,ChickPea,
35,,83,,17.44534641,,,Himachal Pradesh,,ChickPea,
53,73.0,77,19.71359733,18.09665739,,73.64476535,Himachal Pradesh,4250.0,ChickPea,
45,61.0,78,19.48649305,16.06240074,,81.5284269,Himachal Pradesh,2250.0,ChickPea,
37,78.0,79,19.95264829,14.82633099,,88.6810311,Himachal Pradesh,1350.0,ChickPea,
30,75.0,81,19.41789736,16.80472243,,68.4951189,Himachal Pradesh,450.0,ChickPea,
37,55.0,82,19.45591848,18.02235902,,78.44910564,Himachal Pradesh,4250.0,ChickPea,
53,65.0,76,20.19137759,16.41998269,,77.33795356,Himachal Pradesh,650.0,ChickPea,
22,60.0,85,18.8392908,14.74071856,,94.78189594,Himachal Pradesh,1350.0,ChickPea,
60,,78,,19.83643308,,,Himachal Pradesh,,ChickPea,
42,67.0,77,18.99424448,15.9362937,,78.69707199,Himachal Pradesh,3900.0,ChickPea,
39,76.0,76,19.96837462,15.57324389,,69.15759062,Himachal Pradesh,8750.0,ChickPea,
35,63.0,76,17.81564548,17.60756635,,90.82097601,Himachal Pradesh,4250.0,ChickPea,
30,65.0,82,20.71424384,15.27824066,,76.77888672,Himachal Pradesh,6250.0,ChickPea,
57,56.0,78,17.34150229,18.75626255,,67.9545435,Himachal Pradesh,1600.0,ChickPea,
48,65.0,78,17.43732714,14.33847406,,73.0926704,Himachal Pradesh,3900.0,ChickPea,
36,56.0,83,18.89780215,19.76182946,,69.09512477,Himachal Pradesh,9500.0,ChickPea,
40,58.0,75,18.59190771,14.77959596,,89.60982451,Himachal Pradesh,950.0,ChickPea,
49,69.0,82,18.31561493,15.36143547,,81.78710463,Himachal Pradesh,3750.0,ChickPea,
13,60.0,25,17.13692774,20.59541693,,128.256862,Himachal Pradesh,750.0,KidneyBeans,
25,70.0,16,19.63474332,18.90705639,,106.3598183,Himachal Pradesh,3250.0,KidneyBeans,
31,55.0,22,22.91350245,21.33953114,,109.225556,Himachal Pradesh,2250.0,KidneyBeans,
40,64.0,16,16.43340342,24.24045875,,140.3717815,Himachal Pradesh,1650.0,KidneyBeans,
2,61.0,20,22.13974653,23.02251117,,76.64128258,Himachal Pradesh,2250.0,KidneyBeans,
26,65.0,22,17.84806561,18.77621951,,143.0984171,Himachal Pradesh,4250.0,KidneyBeans,
17,57.0,21,19.88394011,20.31564139,,60.91974792,Himachal Pradesh,750.0,KidneyBeans,
26,80.0,18,19.32509638,23.3334788,,104.7783947,Himachal Pradesh,550.0,KidneyBeans,
17,59.0,17,18.4167001,23.42829938,,132.9801054,Himachal Pradesh,950.0,KidneyBeans,
27,59.0,22,21.81167649,23.20591245,,130.0608093,Himachal Pradesh,2350.0,KidneyBeans,
28,58.0,24,19.72702528,18.28173015,,143.7630894,Himachal Pradesh,8000.0,KidneyBeans,
25,57.0,19,17.15432954,19.87070659,,87.99669731,Himachal Pradesh,2500.0,KidneyBeans,
28,80.0,17,19.62207826,18.67170854,,144.1567454,Himachal Pradesh,6500.0,KidneyBeans,
25,60.0,22,21.63149148,21.17919701,,134.3649948,Himachal Pradesh,3000.0,KidneyBeans,
12,78.0,23,16.06522754,18.72479695,,88.06638775,Himachal Pradesh,2500.0,KidneyBeans,
6,77.0,25,20.61162204,24.36314135,,69.63833855,Himachal Pradesh,900.0,KidneyBeans,
22,79.0,17,21.42451099,20.39659714,,116.5206923,Himachal Pradesh,4500.0,KidneyBeans,
27,80.0,15,19.07096165,21.21092266,,86.21917578,Himachal Pradesh,900.0,KidneyBeans,
